WKT,category,latitude,longitude,datazone,name
"POINT (-4.365 55.8215)",Potholes,55.8215,-4.365,S01009797,Pollok South and West - 06
"POINT (-4.36978 55.81901)",Potholes,55.81901,-4.36978,S01009793,Pollok South and West - 02
"POINT (-4.19563 55.8935)",Potholes,55.8935,-4.19563,S01010191,Robroyston and Millerston - 06
"POINT (-4.30995 55.86919)",Potholes,55.86919,-4.30995,S01010387,Hillhead - 07
"POINT (-4.30917 55.8126)",Potholes,55.8126,-4.30917,S01009945,Carnwadric East - 02
"POINT (-4.32025 55.87058)",Potholes,55.87058,-4.32025,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.31199 55.8938)",Potholes,55.8938,-4.31199,S01010465,Anniesland East - 01
"POINT (-4.36386 55.85621)",Potholes,55.85621,-4.36386,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.37008 55.8185)",Potholes,55.8185,-4.37008,S01009793,Pollok South and West - 02
"POINT (-4.24383 55.86303)",Pavements/footpaths,55.86303,-4.24383,S01010259,City Centre East - 01
"POINT (-4.27127 55.86659)",Potholes,55.86659,-4.27127,S01010289,Woodlands - 01
"POINT (-4.21045 55.88237)",Potholes,55.88237,-4.21045,S01010207,Petershill - 05
"POINT (-4.26998 55.89313)",Pavements/footpaths,55.89313,-4.26998,S01010333,Milton West - 04
"POINT (-4.32298 55.84857)",Potholes,55.84857,-4.32298,S01009849,Craigton - 02
"POINT (-4.19587 55.89371)",Potholes,55.89371,-4.19587,S01010191,Robroyston and Millerston - 06
"POINT (-4.19521 55.89293)",Potholes,55.89293,-4.19521,S01010191,Robroyston and Millerston - 06
"POINT (-4.36666 55.8967)",Potholes,55.8967,-4.36666,S01010447,Knightswood West - 01
"POINT (-4.33979 55.83123)",Potholes,55.83123,-4.33979,S01009799,Pollok North and East - 01
"POINT (-4.2141 55.87125)",Potholes,55.87125,-4.2141,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.24566 55.8631)",Potholes,55.8631,-4.24566,S01010260,City Centre East - 02
"POINT (-4.24517 55.82629)",Potholes,55.82629,-4.24517,S01010002,Kingspark North - 04
"POINT (-4.27684 55.83044)",Potholes,55.83044,-4.27684,S01009909,Strathbungo - 05
"POINT (-4.26427 55.86539)",Pavements/footpaths,55.86539,-4.26427,S01010271,City Centre West - 06
"POINT (-4.35638 55.83293)",Potholes,55.83293,-4.35638,S01009805,Pollok North and East - 07
"POINT (-4.22169 55.87745)",Pavements/footpaths,55.87745,-4.22169,S01010225,Sighthill - 01
"POINT (-4.38318 55.91112)",Pavements/footpaths,55.91112,-4.38318,S01010501,Drumry West - 02
"POINT (-4.19994 55.88327)",Potholes,55.88327,-4.19994,S01010185,Blackhill and Barmulloch East - 07
"POINT (-4.25466 55.85662)",Potholes,55.85662,-4.25466,S01010274,City Centre South - 03
"POINT (-4.23384 55.81594)",Potholes,55.81594,-4.23384,S01009995,Kingspark South - 03
"POINT (-4.21684 55.87814)",Potholes,55.87814,-4.21684,S01010203,Petershill - 01
"POINT (-4.27953 55.92301)",Potholes,55.92301,-4.27953,S01010345,Summerston Central and West - 06
"POINT (-4.28058 55.82649)",Pavements/footpaths,55.82649,-4.28058,S01009931,Langside - 05
"POINT (-4.28133 55.82609)",Pavements/footpaths,55.82609,-4.28133,S01009932,Langside - 06
"POINT (-4.27864 55.86183)",Potholes,55.86183,-4.27864,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.25435 55.86379)",Potholes,55.86379,-4.25435,S01010275,City Centre South - 04
"POINT (-4.36543 55.80702)",Potholes,55.80702,-4.36543,S01009774,Darnley West - 07
"POINT (-4.32395 55.87029)",Potholes,55.87029,-4.32395,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.30248 55.88336)",Potholes,55.88336,-4.30248,S01010368,Kelvindale - 06
"POINT (-4.31105 55.87531)",Pavements/footpaths,55.87531,-4.31105,S01010400,Partickhill and Hyndland - 04
"POINT (-4.34664 55.86112)",Potholes,55.86112,-4.34664,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.17766 55.85825)",Pavements/footpaths,55.85825,-4.17766,S01010151,Old Shettleston and Parkhead North - 05
"POINT (-4.27847 55.83868)",Potholes,55.83868,-4.27847,S01009912,Maxwell Park - 01
"POINT (-4.29414 55.83643)",Potholes,55.83643,-4.29414,S01009914,Maxwell Park - 03
"POINT (-4.29704 55.85152)",Potholes,55.85152,-4.29704,S01009872,Kingston West and Dumbreck - 02
"POINT (-4.37296 55.902)",Potholes,55.902,-4.37296,S01010486,Blairdardie West - 02
"POINT (-4.0998 55.87241)",Potholes,55.87241,-4.0998,S01010111,Central Easterhouse - 02
"POINT (-4.20955 55.86991)",Potholes,55.86991,-4.20955,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.2333 55.85574)",Potholes,55.85574,-4.2333,S01010038,Calton and Gallowgate - 02
"POINT (-4.21092 55.86175)",Potholes,55.86175,-4.21092,S01010242,Carntyne West and Haghill - 01
"POINT (-4.23266 55.86613)",Potholes,55.86613,-4.23266,S01010262,City Centre East - 04
"POINT (-4.23474 55.86748)",Potholes,55.86748,-4.23474,S01010231,"Roystonhill, Blochairn, and Provanmill - 04"
"POINT (-4.10792 55.8355)",Potholes,55.8355,-4.10792,S01010091,Baillieston East - 04
"POINT (-4.30441 55.81842)",Potholes,55.81842,-4.30441,S01009938,Pollokshaws - 06
"POINT (-4.34114 55.85178)",Potholes,55.85178,-4.34114,S01009810,Cardonald North - 01
"POINT (-4.30148 55.8734)",Potholes,55.8734,-4.30148,S01010380,Kelvingrove and University - 07
"POINT (-4.28537 55.86418)",Potholes,55.86418,-4.28537,S01010285,Finnieston and Kelvinhaugh - 04
"POINT (-4.35185 55.91146)",Potholes,55.91146,-4.35185,S01010491,Drumchapel North - 01
"POINT (-4.20952 55.86975)",Potholes,55.86975,-4.20952,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.25646 55.86673)",Potholes,55.86673,-4.25646,S01010275,City Centre South - 04
"POINT (-4.32363 55.84863)",Potholes,55.84863,-4.32363,S01009851,Craigton - 04
"POINT (-4.30584 55.8712)",Potholes,55.8712,-4.30584,S01010396,Partick - 04
"POINT (-4.36266 55.85137)",Potholes,55.85137,-4.36266,S01009826,Penilee - 05
"POINT (-4.3597 55.84565)",Potholes,55.84565,-4.3597,S01009832,Hillington - 04
"POINT (-4.34231 55.84572)",Potholes,55.84572,-4.34231,S01009814,Cardonald North - 05
"POINT (-4.33587 55.89392)",Potholes,55.89392,-4.33587,S01010471,Anniesland West - 02
"POINT (-4.19696 55.84947)",Potholes,55.84947,-4.19696,S01010051,Parkhead West and Barrowfield - 03
"POINT (-4.34756 55.82459)",Potholes,55.82459,-4.34756,S01009787,Crookston South - 04
"POINT (-4.30087 55.89806)",Potholes,55.89806,-4.30087,S01010346,Summerston North - 01
"POINT (-4.1708 55.82851)",Potholes,55.82851,-4.1708,S01010071,Shettleston South - 03
"POINT (-4.34623 55.8071)",Potholes,55.8071,-4.34623,S01009767,Darnley North - 04
"POINT (-4.25734 55.81704)",Potholes,55.81704,-4.25734,S01010010,Cathcart - 06
"POINT (-4.25157 55.83659)",Potholes,55.83659,-4.25157,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.24804 55.83546)",Potholes,55.83546,-4.24804,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.18843 55.89258)",Potholes,55.89258,-4.18843,S01010193,Robroyston and Millerston - 08
"POINT (-4.28449 55.88677)",Potholes,55.88677,-4.28449,S01010320,Ruchill - 06
"POINT (-4.35138 55.87659)",Potholes,55.87659,-4.35138,S01010436,Scotstoun South and West - 05
"POINT (-4.35285 55.82992)",Potholes,55.82992,-4.35285,S01009805,Pollok North and East - 07
"POINT (-4.34255 55.8495)",Potholes,55.8495,-4.34255,S01009851,Craigton - 04
"POINT (-4.25475 55.84825)",Potholes,55.84825,-4.25475,S01010034,Laurieston and Tradeston - 04
"POINT (-4.34574 55.8447)",Potholes,55.8447,-4.34574,S01009806,Cardonald South and East - 01
"POINT (-4.34658 55.84458)",Potholes,55.84458,-4.34658,S01009806,Cardonald South and East - 01
"POINT (-4.34275 55.84288)",Potholes,55.84288,-4.34275,S01009807,Cardonald South and East - 02
"POINT (-4.34366 55.84547)",Potholes,55.84547,-4.34366,S01009806,Cardonald South and East - 01
"POINT (-4.16684 55.85115)",Potholes,55.85115,-4.16684,S01010141,Shettleston North - 05
"POINT (-4.25981 55.84488)",Potholes,55.84488,-4.25981,S01010033,Laurieston and Tradeston - 03
"POINT (-4.34618 55.85008)",Potholes,55.85008,-4.34618,S01009811,Cardonald North - 02
"POINT (-4.12996 55.85571)",Potholes,55.85571,-4.12996,S01010124,Barlanark - 02
"POINT (-4.11941 55.86567)",Potholes,55.86567,-4.11941,S01010122,North Barlanark and Easterhouse South - 05
"POINT (-4.30588 55.87638)",Potholes,55.87638,-4.30588,S01010401,Partickhill and Hyndland - 05
"POINT (-4.21045 55.88152)",Potholes,55.88152,-4.21045,S01010207,Petershill - 05
"POINT (-4.35213 55.9031)",Potholes,55.9031,-4.35213,S01010479,Blairdardie East - 02
"POINT (-4.13526 55.85368)",Potholes,55.85368,-4.13526,S01010124,Barlanark - 02
"POINT (-4.25841 55.88666)",Potholes,55.88666,-4.25841,S01010326,Possil Park - 04
"POINT (-4.27835 55.87263)",Potholes,55.87263,-4.27835,S01010291,Woodlands - 03
"POINT (-4.28032 55.87986)",Pavements/footpaths,55.87986,-4.28032,S01010373,North Kelvin - 05
"POINT (-4.23676 55.81499)",Potholes,55.81499,-4.23676,S01009994,Kingspark South - 02
"POINT (-4.34672 55.86099)",Potholes,55.86099,-4.34672,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.29599 55.86323)",Potholes,55.86323,-4.29599,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.34149 55.80565)",Potholes,55.80565,-4.34149,S01009767,Darnley North - 04
"POINT (-4.28047 55.81113)",Potholes,55.81113,-4.28047,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.10429 55.85253)",Potholes,55.85253,-4.10429,S01010089,Baillieston East - 02
"POINT (-4.3215 55.84894)",Potholes,55.84894,-4.3215,S01009849,Craigton - 02
"POINT (-4.32892 55.80187)",Potholes,55.80187,-4.32892,S01009760,Darnley East - 03
"POINT (-4.28791 55.92659)",Potholes,55.92659,-4.28791,S01010345,Summerston Central and West - 06
"POINT (-4.18832 55.89124)",Potholes,55.89124,-4.18832,S01010192,Robroyston and Millerston - 07
"POINT (-4.1113 55.84352)",Potholes,55.84352,-4.1113,S01010088,Baillieston East - 01
"POINT (-4.3478 55.88661)",Pavements/footpaths,55.88661,-4.3478,S01010463,Knightswood Park East - 04
"POINT (-4.2861 55.86305)",Potholes,55.86305,-4.2861,S01010283,Finnieston and Kelvinhaugh - 02
"POINT (-4.20106 55.85667)",Potholes,55.85667,-4.20106,S01010148,Old Shettleston and Parkhead North - 02
"POINT (-4.10394 55.85025)",Potholes,55.85025,-4.10394,S01010089,Baillieston East - 02
"POINT (-4.25424 55.88298)",Potholes,55.88298,-4.25424,S01010224,Cowlairs and Port Dundas - 06
"POINT (-4.27231 55.82801)",Pavements/footpaths,55.82801,-4.27231,S01009904,Battlefield - 06
"POINT (-4.24352 55.85622)",Potholes,55.85622,-4.24352,S01010041,Calton and Gallowgate - 05
"POINT (-4.32749 55.87076)",Pavements/footpaths,55.87076,-4.32749,S01010391,Glasgow Harbour and Partick South - 04
"POINT (-4.28868 55.92655)",Potholes,55.92655,-4.28868,S01010345,Summerston Central and West - 06
"POINT (-4.24602 55.83522)",Potholes,55.83522,-4.24602,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.27495 55.81915)",Pavements/footpaths,55.81915,-4.27495,S01009955,Merrylee and Millbrae - 01
"POINT (-4.28796 55.9266)",Potholes,55.9266,-4.28796,S01010345,Summerston Central and West - 06
"POINT (-4.13041 55.85859)",Potholes,55.85859,-4.13041,S01010123,Barlanark - 01
"POINT (-4.31588 55.81353)",Potholes,55.81353,-4.31588,S01009941,Carnwadric West - 03
"POINT (-4.34743 55.80746)",Potholes,55.80746,-4.34743,S01009767,Darnley North - 04
"POINT (-4.31267 55.87076)",Potholes,55.87076,-4.31267,S01010388,Glasgow Harbour and Partick South - 01
"POINT (-4.30159 55.81701)",Potholes,55.81701,-4.30159,S01009954,Newlands - 07
"POINT (-4.36485 55.84946)",Potholes,55.84946,-4.36485,S01009826,Penilee - 05
"POINT (-4.36587 55.85093)",Potholes,55.85093,-4.36587,S01009826,Penilee - 05
"POINT (-4.30648 55.88795)",Potholes,55.88795,-4.30648,S01010365,Kelvindale - 03
"POINT (-4.34716 55.82378)",Pavements/footpaths,55.82378,-4.34716,S01009787,Crookston South - 04
"POINT (-4.26901 55.90791)",Potholes,55.90791,-4.26901,S01010345,Summerston Central and West - 06
"POINT (-4.25761 55.834)",Potholes,55.834,-4.25761,S01009889,Govanhill West - 03
"POINT (-4.19712 55.85807)",Potholes,55.85807,-4.19712,S01010148,Old Shettleston and Parkhead North - 02
"POINT (-4.20386 55.86983)",Potholes,55.86983,-4.20386,S01010228,"Roystonhill, Blochairn, and Provanmill - 01"
"POINT (-4.32837 55.84696)",Potholes,55.84696,-4.32837,S01009852,Mosspark - 01
"POINT (-4.21517 55.87242)",Potholes,55.87242,-4.21517,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.21381 55.87569)",Potholes,55.87569,-4.21381,S01010225,Sighthill - 01
"POINT (-4.22257 55.88061)",Potholes,55.88061,-4.22257,S01010205,Petershill - 03
"POINT (-4.23178 55.84723)",Potholes,55.84723,-4.23178,S01010043,Bridgeton - 02
"POINT (-4.26239 55.81689)",Potholes,55.81689,-4.26239,S01009964,Muirend and Old Cathcart - 06
"POINT (-4.27846 55.86258)",Potholes,55.86258,-4.27846,S01010277,Anderston - 02
"POINT (-4.23677 55.84672)",Potholes,55.84672,-4.23677,S01010040,Calton and Gallowgate - 04
"POINT (-4.15955 55.85744)",Potholes,55.85744,-4.15955,S01010135,Greenfield - 05
"POINT (-4.16217 55.8317)",Potholes,55.8317,-4.16217,S01010071,Shettleston South - 03
"POINT (-4.23189 55.89321)",Potholes,55.89321,-4.23189,S01010215,Springburn East and Cowlairs - 02
"POINT (-4.2268 55.8424)",Potholes,55.8424,-4.2268,S01010046,Dalmarnock - 01
"POINT (-4.2611 55.82214)",Potholes,55.82214,-4.2611,S01010005,Cathcart - 01
"POINT (-4.29757 55.85109)",Potholes,55.85109,-4.29757,S01009872,Kingston West and Dumbreck - 02
"POINT (-4.25155 55.8865)",Potholes,55.8865,-4.25155,S01010328,Possil Park - 06
"POINT (-4.25987 55.89478)",Potholes,55.89478,-4.25987,S01010334,Milton West - 05
"POINT (-4.27109 55.82589)",Potholes,55.82589,-4.27109,S01009929,Langside - 03
"POINT (-4.35298 55.86379)",Pavements/footpaths,55.86379,-4.35298,S01009833,Drumoyne and Shieldhall - 01
"POINT (-4.36738 55.8208)",Potholes,55.8208,-4.36738,S01009793,Pollok South and West - 02
"POINT (-4.2156 55.87297)",Pavements/footpaths,55.87297,-4.2156,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.29552 55.87587)",Potholes,55.87587,-4.29552,S01010407,Dowanhill - 05
"POINT (-4.30165 55.85837)",Potholes,55.85837,-4.30165,S01009859,Ibrox - 01
"POINT (-4.25916 55.82837)",Potholes,55.82837,-4.25916,S01010014,Mount Florida - 04
"POINT (-4.34649 55.80718)",Potholes,55.80718,-4.34649,S01009767,Darnley North - 04
"POINT (-4.21766 55.86278)",Pavements/footpaths,55.86278,-4.21766,S01010234,Dennistoun North - 01
"POINT (-4.15816 55.83271)",Potholes,55.83271,-4.15816,S01010077,Carmyle and Mount Vernon South - 04
"POINT (-4.16202 55.84208)",Potholes,55.84208,-4.16202,S01010072,Shettleston South - 04
"POINT (-4.32596 55.8841)",Potholes,55.8841,-4.32596,S01010414,Kelvinside and Jordanhill - 07
"POINT (-4.3389 55.90131)",Pavements/footpaths,55.90131,-4.3389,S01010483,Blairdardie East - 06
"POINT (-4.27294 55.84567)",Potholes,55.84567,-4.27294,S01009875,Pollokshields West - 01
"POINT (-4.27491 55.86707)",Potholes,55.86707,-4.27491,S01010289,Woodlands - 01
"POINT (-4.21434 55.87178)",Potholes,55.87178,-4.21434,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.32506 55.8859)",Pavements/footpaths,55.8859,-4.32506,S01010414,Kelvinside and Jordanhill - 07
"POINT (-4.20947 55.86978)",Potholes,55.86978,-4.20947,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
"POINT (-4.1561 55.85936)",Potholes,55.85936,-4.1561,S01010164,"Cranhill, Lightburn and Queenslie South - 09"
"POINT (-4.27492 55.84787)",Potholes,55.84787,-4.27492,S01010032,Laurieston and Tradeston - 02
"POINT (-4.27078 55.84548)",Potholes,55.84548,-4.27078,S01009875,Pollokshields West - 01
"POINT (-4.13265 55.8575)",Potholes,55.8575,-4.13265,S01010123,Barlanark - 01
"POINT (-4.32662 55.89075)",Potholes,55.89075,-4.32662,S01010476,Anniesland West - 07
"POINT (-4.19691 55.86481)",Potholes,55.86481,-4.19691,S01010241,Alexandra Parade - 03
"POINT (-4.26584 55.89678)",Potholes,55.89678,-4.26584,S01010334,Milton West - 05
"POINT (-4.23788 55.86429)",Potholes,55.86429,-4.23788,S01010262,City Centre East - 04
"POINT (-4.3288 55.86417)",Potholes,55.86417,-4.3288,S01009847,Govan and Linthouse - 07
"POINT (-4.34383 55.88056)",Potholes,55.88056,-4.34383,S01010431,Scotstoun North and East - 05
"POINT (-4.23164 55.89385)",Potholes,55.89385,-4.23164,S01010215,Springburn East and Cowlairs - 02
"POINT (-4.24714 55.86287)",Potholes,55.86287,-4.24714,S01010260,City Centre East - 02
"POINT (-4.24183 55.8631)",Potholes,55.8631,-4.24183,S01010259,City Centre East - 01
"POINT (-4.33327 55.80409)",Potholes,55.80409,-4.33327,S01009761,Darnley East - 04
"POINT (-4.35012 55.90025)",Potholes,55.90025,-4.35012,S01010457,Knightswood Park West - 03
"POINT (-4.26241 55.84112)",Potholes,55.84112,-4.26241,S01010033,Laurieston and Tradeston - 03
"POINT (-4.30136 55.90012)",Pavements/footpaths,55.90012,-4.30136,S01010346,Summerston North - 01
"POINT (-4.10904 55.85341)",Potholes,55.85341,-4.10904,S01010093,Baillieston East - 06
"POINT (-4.29163 55.83732)",Potholes,55.83732,-4.29163,S01009914,Maxwell Park - 03
"POINT (-4.33986 55.88741)",Pavements/footpaths,55.88741,-4.33986,S01010409,Kelvinside and Jordanhill - 02
"POINT (-4.31974 55.89723)",Potholes,55.89723,-4.31974,S01010466,Anniesland East - 02
"POINT (-4.25442 55.86359)",Potholes,55.86359,-4.25442,S01010275,City Centre South - 04
"POINT (-4.26457 55.82446)",Potholes,55.82446,-4.26457,S01009900,Battlefield - 02
"POINT (-4.10341 55.84782)",Pavements/footpaths,55.84782,-4.10341,S01010090,Baillieston East - 03
"POINT (-4.3127 55.87079)",Potholes,55.87079,-4.3127,S01010388,Glasgow Harbour and Partick South - 01
"POINT (-4.25263 55.83678)",Potholes,55.83678,-4.25263,S01009896,Govanhill East and Aikenhead - 03
"POINT (-4.25216 55.8383)",Potholes,55.8383,-4.25216,S01009895,Govanhill East and Aikenhead - 02
"POINT (-4.27015 55.89302)",Pavements/footpaths,55.89302,-4.27015,S01010333,Milton West - 04
"POINT (-4.2868 55.82654)",Potholes,55.82654,-4.2868,S01009922,Shawlands West - 04
"POINT (-4.35431 55.81225)",Potholes,55.81225,-4.35431,S01009769,Darnley West - 02
"POINT (-4.27933 55.83309)",Potholes,55.83309,-4.27933,S01009921,Shawlands West - 03
"POINT (-4.3224 55.81637)",Potholes,55.81637,-4.3224,S01009937,Pollokshaws - 05
"POINT (-4.23222 55.89298)",Potholes,55.89298,-4.23222,S01010215,Springburn East and Cowlairs - 02
"POINT (-4.24992 55.83483)",Potholes,55.83483,-4.24992,S01009898,Govanhill East and Aikenhead - 05
"POINT (-4.31752 55.87124)",Pavements/footpaths,55.87124,-4.31752,S01010390,Glasgow Harbour and Partick South - 03
"POINT (-4.24949 55.87248)",Potholes,55.87248,-4.24949,S01010297,Woodside - 01
"POINT (-4.24897 55.87249)",Potholes,55.87249,-4.24897,S01010297,Woodside - 01
"POINT (-4.10267 55.86358)",Potholes,55.86358,-4.10267,S01010107,Easterhouse East - 03
"POINT (-4.30341 55.8159)",Potholes,55.8159,-4.30341,S01009954,Newlands - 07
"POINT (-4.36244 55.88267)",Potholes,55.88267,-4.36244,S01010432,Scotstoun South and West - 01
"POINT (-4.34169 55.80569)",Potholes,55.80569,-4.34169,S01009767,Darnley North - 04
"POINT (-4.27327 55.84576)",Potholes,55.84576,-4.27327,S01009875,Pollokshields West - 01
"POINT (-4.27072 55.85954)",Potholes,55.85954,-4.27072,S01010277,Anderston - 02
"POINT (-4.35049 55.8113)",Potholes,55.8113,-4.35049,S01009767,Darnley North - 04
"POINT (-4.24548 55.81415)",Potholes,55.81415,-4.24548,S01009993,Kingspark South - 01
"POINT (-4.28921 55.81789)",Potholes,55.81789,-4.28921,S01009952,Newlands - 05
"POINT (-4.28567 55.86419)",Potholes,55.86419,-4.28567,S01010287,Finnieston and Kelvinhaugh - 06
"POINT (-4.2779 55.8197)",Potholes,55.8197,-4.2779,S01009955,Merrylee and Millbrae - 01
"POINT (-4.24784 55.86715)",Potholes,55.86715,-4.24784,S01010261,City Centre East - 03
"POINT (-4.3475 55.80745)",Potholes,55.80745,-4.3475,S01009767,Darnley North - 04
"POINT (-4.24859 55.86549)",Potholes,55.86549,-4.24859,S01010270,City Centre West - 05
"POINT (-4.28047 55.81108)",Potholes,55.81108,-4.28047,S01009959,Muirend and Old Cathcart - 01
"POINT (-4.16241 55.84672)",Potholes,55.84672,-4.16241,S01010072,Shettleston South - 04
"POINT (-4.25863 55.83541)",Potholes,55.83541,-4.25863,S01009889,Govanhill West - 03
"POINT (-4.34597 55.82407)",Potholes,55.82407,-4.34597,S01009787,Crookston South - 04
